Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_timezone
San Pedro Airport,San Pedro,Belize,SPR,MZSP,17.9139,-87.9711,4,-6,U,America/Belize
San Salvador Airport,Cockburn Town,Bahamas,ZSA,MYSM,24.06329918,-74.52400208,24,-5,U,America/Nassau
San Sebastian Airport,San Sebastian,Spain,EAS,LESO,43.35649872,-1.790609956,16,1,E,Europe/Madrid
San Tomé Airport,San Tome,Venezuela,SOM,SVST,8.945146561,-64.1510849,861,-4,U,America/Caracas
San Vito De Java Airport,San Vito De Jaba,Costa Rica,TOO,MRSV,8.826109886,-82.95890045,3228,-6,U,America/Costa_Rica
Sana'a International Airport,Sanaa,Yemen,SAH,OYSN,15.47630024,44.21969986,7216,3,U,Asia/Aden
Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.2458992,47.00920105,4522,3.5,E,Asia/Tehran
Sancti Spiritus Airport,Sancti Spiritus,Cuba,USS,MUSS,21.9704,-79.442703,295,-5,U,America/Havana
Sand Point Airport,Sand Point,United States,SDP,PASD,55.31499863,-160.522995,21,-9,A,America/Anchorage
Sandakan Airport,Sandakan,Malaysia,SDK,WBKS,5.900899887,118.0589981,46,8,N,Asia/Kuala_Lumpur
Sandane Airport (Anda),Sandane,Norway,SDN,ENSD,61.83000183,6.105830193,196,1,E,Europe/Oslo
Sanday Airport,Sanday,United Kingdom,NDY,EGES,59.25030136,-2.576669931,68,0,E,Europe/London
"Sandefjord Airport, Torp",Sandefjord,Norway,TRF,ENTO,59.18669891,10.25860024,286,1,E,Europe/Oslo
Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ,ENST,65.95680237,12.46889973,56,1,E,Europe/Oslo
Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916,-131.8139954,21,-8,A,America/Vancouver
Sandy Lake Airport,Sandy Lake,Canada,ZSJ,CZSJ,53.06420135,-93.3443985,951,-6,A,America/Winnipeg
Sandy Point Airport,Sandy Point,Bahamas,\N,MYAS,26.00460052,-77.39550018,8,-5,U,America/Nassau
Sanga Sanga Airport,Sanga Sanga,Philippines,TWT,RPMN,5.046991,119.742996,15,8,N,Asia/Manila
Sangster International Airport,Montego Bay,Jamaica,MBJ,MKJS,18.50370026,-77.91339874,4,-5,U,America/Jamaica
Saniat R'mel Airport,Tetouan,Morocco,TTU,GMTN,35.59429932,-5.320020199,10,0,N,Africa/Casablanca
Sanikiluaq Airport,Sanikiluaq,Canada,YSK,CYSK,56.53779984,-79.24669647,104,-5,A,\N
Şanlıurfa Airport,Sanliurfa,Turkey,SFQ,LTCH,37.09429932,38.8470993,1483,3,E,Europe/Istanbul
Santa Ana Airport,Cartago,Colombia,CRC,SKGO,4.75818,-75.9557,2979,-5,U,America/Bogota
Santa Ana Del Yacuma Airport,Santa Ana,Bolivia,SBL,SLSA,-13.76220036,-65.43520355,472,-4,U,America/La_Paz
Santa Bárbara de Barinas Airport,Santa Barbara,Venezuela,SBB,SVSB,7.803514004,-71.16571808,590,-4,U,America/Caracas
Santa Bárbara del Zulia Airport,Santa Barbara,Venezuela,STB,SVSZ,8.974550247,-71.94325256,32,-4,U,America/Caracas
Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,KSBA,34.42620087,-119.8399963,13,-8,A,America/Los_Angeles
Santa Bernardina International Airport,Durazno,Uruguay,DZO,SUDU,-33.35889816,-56.49919891,305,-3,S,America/Montevideo
Santa Clara De Guapiles Airport,Santa Clara,Costa Rica,\N,MRSG,10.28829956,-83.71350098,262,-6,U,America/Costa_Rica
Santa Cruz Air Force Base,Rio De Janeiro,Brazil,SNZ,SBSC,-22.9324,-43.719101,10,-3,S,America/Sao_Paulo
Santa Cruz Airport,Santa Cruz,Argentina,RZA,SAWU,-50.0165,-68.5792,364,-3,N,America/Argentina/Rio_Gallegos
Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ,AGGL,-10.72029972,165.7949982,18,11,U,Pacific/Guadalcanal
Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,SNV,SVSE,4.554999828,-61.15000153,2938,-4,U,America/Caracas
Santa Fe Municipal Airport,Santa Fe,United States,SAF,KSAF,35.61709976,-106.0889969,6348,-7,A,America/Denver
Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,-16.63199997,-49.22069931,2450,-3,S,America/Sao_Paulo
Santa Maria Airport,Santa Maria (island),Portugal,SMA,LPAZ,36.97140121,-25.17060089,308,-1,E,Atlantic/Azores
Santa Maria Airport,Aracaju,Brazil,AJU,SBAR,-10.98400021,-37.07030106,23,-3,S,America/Fortaleza
Santa Maria Airport,Santa Maria,Brazil,RIA,SBSM,-29.711399,-53.688202,287,-3,S,America/Sao_Paulo
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,KSMX,34.89889908,-120.4570007,261,-8,A,America/Los_Angeles
Santa Rosa Airport,Santa Rosa,Argentina,RSA,SAZR,-36.588299,-64.275703,630,-3,N,America/Argentina/Salta
Santa Rosa Airport,Santa Rosa,Brazil,SRA,SSZR,-27.9067,-54.520401,984,-3,S,America/Sao_Paulo
Santa Rosa International Airport,Santa Rosa,Ecuador,ETR,SERO,-3.441986,-79.996957,20,-5,U,America/Guayaquil
Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.5423,-56.7218,9,-3,N,America/Buenos_Aires
Santander Airport,Santander,Spain,SDR,LEXJ,43.42710114,-3.820009947,16,1,E,Europe/Madrid
Santiago de Compostela Airport,Santiago,Spain,SCQ,LEST,42.89630127,-8.415140152,1213,1,E,Europe/Madrid
Santiago Perez Airport,Arauca,Colombia,AUC,SKUC,7.06888,-70.7369,420,-5,U,America/Bogota
Santiago Vila Airport,Girardot,Colombia,GIR,SKGI,4.27624,-74.7967,900,-5,U,America/Bogota
Santo Ângelo Airport,Santo Angelo,Brazil,GEL,SBNM,-28.2817,-54.169102,1056,-3,S,America/Sao_Paulo
Santo Domingo de Los Colorados Airport,Santo Domingo,Ecuador,\N,SESD,-0.2482219934,-79.21440125,1714,-5,U,America/Guayaquil
Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS,-15.50500011,167.2200012,184,11,U,Pacific/Efate
Santorini Airport,Thira,Greece,JTR,LGSR,36.39920044,25.47929955,127,2,E,Europe/Athens
Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,SBRJ,-22.91049957,-43.1631012,11,-3,S,America/Sao_Paulo
Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.30290031,109.4120026,92,8,U,Asia/Shanghai
São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL,GVSF,14.88500023,-24.47999954,617,-1,U,Atlantic/Cape_Verde
São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,SJL,SBUA,-0.14835,-66.9855,251,-4,S,America/Boa_Vista
São Jorge Airport,Sao Jorge Island,Portugal,SJZ,LPSJ,38.66550064,-28.17580032,311,-1,E,Atlantic/Azores
São Pedro Airport,Sao Vicente Island,Cape Verde,VXE,GVSV,16.83320045,-25.05529976,66,-1,U,Atlantic/Cape_Verde
São Pedro da Aldeia Airport,Sao Pedro Da Aldeia,Brazil,\N,SBES,-22.81290054,-42.09260178,61,-3,S,America/Sao_Paulo
São Tomé International Airport,Sao Tome,Sao Tome and Principe,TMS,FPST,0.3781749904,6.712150097,33,0,N,Africa/Sao_Tome
Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,-15.4708004,168.1519928,493,11,U,Pacific/Efate
Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,LQSA,43.82460022,18.3314991,1708,1,E,Europe/Sarajevo
Sarakhs Airport,Sarakhs,Iran,CKT,OIMC,36.50120163,61.06489944,945,3.5,E,Asia/Tehran
Saransk Airport,Saransk,Russia,SKX,UWPS,54.1251297,45.21225739,676,3,N,Europe/Moscow
Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,27.39539909,-82.55439758,30,-5,A,America/New_York
Saratov Central Airport,Saratov,Russia,RTW,UWSS,51.56499863,46.04669952,499,3,N,Europe/Moscow
Saravan Airport,Saravan,Iran,\N,OIZS,27.41930008,62.31579971,3930,3.5,E,Asia/Tehran
Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,AMD,VAAH,23.07719994,72.63469696,189,5.5,N,Asia/Calcutta
Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778,-40,3.5,E,Asia/Tehran
Sarh Airport,Sarh,Chad,SRH,FTTA,9.14444,18.374399,1198,1,N,Africa/Ndjamena
Sármellék International Airport,Sármellék,Hungary,SOB,LHSM,46.686391,17.159084,408,1,N,Europe/Budapest
Sarsawa Air Force Station,Saharanpur,India,\N,VISP,29.9939003,77.4253006,891,5.5,N,Asia/Calcutta
Sary-Arka Airport,Karaganda,Kazakhstan,KGF,UAKK,49.67079926,73.33439636,1765,6,U,Asia/Qyzylorda
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.17079926,-106.6999969,1653,-6,N,America/Regina
Såtenäs Air Base,Satenas,Sweden,\N,ESIB,58.42639923,12.71440029,181,1,E,Europe/Stockholm
Satna Airport,Satna,India,TNI,VIST,24.5623,80.854897,1060,5.5,N,Asia/Calcutta
Sättna Airport,Sattna,Sweden,\N,ESNT,62.4814,17.002899,886,1,E,Europe/Stockholm
Satu Mare Airport,Satu Mare,Romania,SUJ,LRSM,47.70330048,22.88570023,405,2,E,Europe/Bucharest
Sauce Viejo Airport,Santa Fe,Argentina,SFN,SAAV,-31.7117,-60.8117,55,-3,N,America/Cordoba
Saúl Airport,Saul,French Guiana,XAU,SOOS,3.61361,-53.204201,656,-3,U,America/Cayenne
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061,-84.50939941,630,-5,A,America/Toronto
Saumur-Saint-Florent Airport,Saumur,France,\N,LFOD,47.256802,-0.115142,269,1,E,Europe/Paris
Saurimo Airport,Saurimo,Angola,VHC,FNSA,-9.689069748,20.43190002,3584,1,N,Africa/Luanda
Savannah Hilton Head International Airport,Savannah,United States,SAV,KSAV,32.12760162,-81.20210266,50,-5,A,America/New_York
Savannakhet Airport,Savannakhet,Laos,ZVK,VLSK,16.55660057,104.7600021,509,7,U,Asia/Vientiane
Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,61.94309998,28.94510078,311,2,E,Europe/Helsinki
Savoonga Airport,Savoonga,United States,SVA,PASA,63.68640137,-170.4929962,53,-9,A,America/Anchorage
Savusavu Airport,Savusavu,Fiji,SVU,NFNS,-16.80279922,179.3410034,17,12,U,Pacific/Fiji
Sawyer International Airport,Gwinn,United States,MQT,KSAW,46.35359955,-87.395401,1221,-5,A,America/New_York
Sayun International Airport,Sayun Intl,Yemen,GXF,OYSY,15.96609974,48.78829956,2097,3,U,Asia/Aden
Sazená Airport,Sazena,Czech Republic,\N,LKSZ,50.3246994,14.25889969,761,1,E,Europe/Prague
Scappoose Industrial Airpark,San Luis,United States,\N,KSPB,45.77099991,-122.8619995,58,-8,A,America/Los_Angeles
Scatsta Airport,Scatsta,United Kingdom,SCS,EGPM,60.43280029,-1.296110034,81,0,E,Europe/London
Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.80530167,-66.80529785,1709,-5,A,America/Toronto
Schenectady County Airport,Scotia NY,United States,SCH,KSCH,42.85250092,-73.92890167,378,-5,A,America/New_York
Schleswig Air Base,Schleswig,Germany,WBG,ETNS,54.459301,9.51633,70,1,E,Europe/Berlin
Scholes International At Galveston Airport,Galveston,United States,GLS,KGLS,29.26530075,-94.86039734,6,-6,A,America/Chicago
Schönhagen Airport,Schoenhagen,Germany,QXH,EDAZ,52.203609,13.156389,152,1,E,Europe/Berlin
Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,53.426998,11.7834,166,1,E,Europe/Berlin
Scone Airport,Scone,Australia,NSO,YSCO,-32.03720093,150.8320007,745,10,O,Australia/Sydney
Scott AFB/Midamerica Airport,Belleville,United States,BLV,KBLV,38.5452,-89.835197,459,-6,A,America/Chicago
Sde Dov Airport,Tel-aviv,Israel,SDV,LLSD,32.11470032,34.78219986,43,2,E,Asia/Jerusalem
Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,433,-8,A,America/Los_Angeles
Secunda Airport,Secunda,South Africa,ZEC,FASC,-26.52409935,29.17009926,5250,2,U,Africa/Johannesburg
Sedona Airport,Sedona,United States,SDX,KSEZ,34.84859848,-111.788002,4830,-7,A,America/Phoenix
Sege Airport,Sege,Solomon Islands,EGM,AGGS,-8.578889847,157.8760071,0,11,U,Pacific/Guadalcanal
Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,OPSN,26.47310066,67.71720123,121,5,N,Asia/Karachi
Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,EFSI,62.692101,22.8323,302,2,E,Europe/Helsinki
Selanpaa Airport,Selanpaa,Finland,\N,EFSE,61.06240082,26.7989006,417,2,E,Europe/Helsinki
Selaparang Airport,Mataram,Indonesia,AMI,WADA,-8.560709953,116.0950012,52,8,N,Asia/Makassar
Selçuk Efes Airport,Izmir,Turkey,\N,LTFB,37.95069885,27.32900047,10,3,E,Europe/Istanbul
Selebi Phikwe Airport,Selebi-phikwe,Botswana,PKW,FBSP,-22.0583,27.8288,2925,2,U,Africa/Gaborone
Seletar Airport,Singapore,Singapore,XSP,WSSL,1.416949987,103.8679962,36,8,N,Asia/Singapore
Selfridge Air National Guard Base Airport,Mount Clemens,United States,MTC,KMTC,42.613463,-82.836919,580,-5,A,America/New_York
Sélibaby Airport,Selibabi,Mauritania,SEY,GQNS,15.1796999,-12.20730019,219,0,N,Africa/Nouakchott
Sembawang Air Base,Sembawang,Singapore,\N,WSAG,1.425259948,103.8130035,86,8,N,Asia/Singapore
Semipalatinsk Airport,Semiplatinsk,Kazakhstan,PLX,UASS,50.351295,80.234398,761,6,U,Asia/Qyzylorda
Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,SBPL,-9.362409592,-40.56909943,1263,-3,S,America/Fortaleza
Senador Petrônio Portela Airport,Teresina,Brazil,THE,SBTE,-5.059939861,-42.82350159,219,-3,S,America/Fortaleza
Senai International Airport,Johor Bahru,Malaysia,JHB,WMKJ,1.64131,103.669998,135,8,N,Asia/Kuala_Lumpur
Sendai Airport,Sendai,Japan,SDJ,RJSS,38.13970184,140.9170074,15,9,U,Asia/Tokyo
Senggeh Airport,Senggeh-Papua Island,Indonesia,SEH,WAJS,-3.45,140.779,914,9,N,Asia/Jayapura
Sentani International Airport,Jayapura,Indonesia,DJJ,WAJJ,-2.576950073,140.5160065,289,9,N,Asia/Jayapura
Seoul Air Base (K-16),Seoul East,South Korea,SSN,RKSM,37.444744,127.112718,92,9,U,Asia/Seoul
Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,50.22330093,-66.26560211,180,-5,A,America/Toronto
Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,SBCH,-27.13419914,-52.65660095,2146,-3,S,America/Sao_Paulo
Seronera Airport,Seronera,Tanzania,SEU,HTSN,-2.45806,34.822498,5080,3,U,Africa/Dar_es_Salaam
Sevilla Airport,Sevilla,Spain,SVQ,LEZL,37.41799927,-5.893109798,112,1,E,Europe/Madrid
Seward Airport,Seward,United States,SWD,PAWD,60.12689972,-149.4190063,22,-9,U,America/Anchorage
Seychelles International Airport,Mahe,Seychelles,SEZ,FSIA,-4.67434,55.521801,10,4,U,Indian/Mahe
Seymour Airport,Galapagos,Ecuador,GPS,SEGS,-0.4537580013,-90.26589966,207,-6,U,Pacific/Galapagos
Seymour Johnson Air Force Base,Goldsboro,United States,GSB,KGSB,35.33940125,-77.96060181,109,-5,A,America/New_York
Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.7179985,10.69099998,85,1,E,Africa/Tunis
Shah Amanat International Airport,Chittagong,Bangladesh,CGP,VGEG,22.24959946,91.81330109,12,6,U,Asia/Dhaka
Shah Mokhdum Airport,Rajshahi,Bangladesh,RJH,VGRJ,24.43720055,88.61650085,64,6,U,Asia/Dhaka
Shahbaz Air Base,Jacobsbad,Pakistan,JAG,OPJA,28.28420067,68.4496994,185,5,N,Asia/Karachi
Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.390099,95,5,N,Asia/Karachi
Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.34590149,47.15810013,4307,3.5,E,Asia/Tehran
Shahid Asyaee Airport,Masjed Soleiman,Iran,\N,OIAI,32.00239944,49.270401,1206,3.5,E,Asia/Tehran
Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.9048996,54.2765007,4054,3.5,E,Asia/Tehran
Shahid Vatan Pour Air Base,Esfahan,Iran,\N,OIFH,32.56700134,51.6916008,5310,3.5,E,Asia/Tehran
Shahrekord Airport,Shahre Kord,Iran,CQD,OIFS,32.29719925,50.84220123,6723,3.5,E,Asia/Tehran
Shahroud Airport,Emam Shahr,Iran,RUD,OIMJ,36.4253006,55.10419846,4215,3.5,E,Asia/Tehran
Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.38389969,70.27960205,271,5,N,Asia/Karachi
Shakawe Airport,Shakawe,Botswana,SWX,FBSW,-18.37389946,21.83259964,3379,2,U,Africa/Gaborone
Shamattawa Airport,Shamattawa,Canada,ZTM,CZTM,55.86560059,-92.08139801,289,-6,A,America/Winnipeg
Shanghai Hongqiao International Airport,Shanghai,China,SHA,ZSSS,31.19790077,121.3359985,10,8,U,Asia/Shanghai
Shanghai Pudong International Airport,Shanghai,China,PVG,ZSPD,31.14340019,121.8050003,13,8,U,Asia/Shanghai
Shanhaiguan Airport,Qinhuangdao,China,SHP,ZBSH,39.968102,119.731003,30,8,N,Asia/Shanghai
Shannon Airport,Shannon,Ireland,SNN,EINN,52.702,-8.92482,46,0,E,Europe/Dublin
Shante Air Base,Shante,Burma,\N,VYST,20.94169998,95.91449738,630,6.5,U,Asia/Rangoon
Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859993,55.51720047,111,4,U,Asia/Dubai
Shark Bay Airport,Shark Bay,Australia,MJK,YSHK,-25.89389992,113.5770035,111,8,O,Australia/Perth
Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH,HESH,27.97730064,34.39500046,143,2,N,Africa/Cairo
Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.46689987,47.12139893,2363,3,U,Asia/Riyadh
Shaw Air Force Base,Sumter,United States,SSC,KSSC,33.97269821,-80.47059631,241,-5,A,America/New_York
Sheberghan Airport,Sheberghan,Afghanistan,\N,OASG,36.75080109,65.91320038,1053,4.5,U,Asia/Kabul
Sheffield City Heliport,Fowlmere,United Kingdom,\N,EGSY,53.394299,-1.38849,231,0,E,Europe/London
Sheik Isa Air Base,Bahrain,Bahrain,\N,OBBS,25.91839981,50.59059906,136,3,U,Asia/Bahrain
Sheikh ul Alam Airport,Srinagar,India,SXR,VISR,33.98709869,74.77420044,5429,5.5,N,Asia/Calcutta
Shek Kong Air Base,Sek Kong,Hong Kong,\N,VHSK,22.43659973,114.0800018,50,8,U,Asia/Hong_Kong
Shenzhen Bao'an International Airport,Shenzhen,China,SZX,ZGSZ,22.63929939,113.810997,13,8,U,Asia/Shanghai
Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,SPS,KSPS,33.9888,-98.491898,1019,-6,A,America/Chicago
Sherbro International Airport,Bonthe,Sierra Leone,BTE,GFBN,7.532420158,-12.51889992,14,0,N,Africa/Freetown
Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.43859863,-71.69139862,792,-5,A,America/Toronto
Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,55.972599,37.4146,622,3,N,Europe/Moscow
Sheridan County Airport,Sheridan,United States,SHR,KSHR,44.76919937,-106.9800034,4021,-7,A,America/Denver
Sherman Army Air Field,Fort Leavenworth,United States,FLV,KFLV,39.36830139,-94.91470337,772,-6,A,America/Chicago
Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,ZBSJ,38.28070068,114.6969986,233,8,U,Asia/Shanghai
Shillong Airport,Shillong,India,SHL,VEBI,25.70359993,91.97869873,2910,5.5,N,Asia/Calcutta
Shimla Airport,Shimla,India,SLV,VISM,31.0818,77.068001,5072,5.5,N,Asia/Calcutta
Shimofusa Airport,Shimofusa,Japan,\N,RJTL,35.7989006,140.0110016,98,9,U,Asia/Tokyo
Shimojishima Airport,Shimojishima,Japan,SHI,RORS,24.82670021,125.1449966,54,9,U,Asia/Tokyo
Shindand Airport,Shindand,Afghanistan,OAH,OASD,33.3913002,62.26100159,3773,4.5,U,Asia/Kabul
Shinyanga Airport,Shinyanga,Tanzania,SHY,HTSY,-3.6093,33.5035,3800,3,U,Africa/Dar_es_Salaam
Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.53919983,52.58980179,4920,3.5,E,Asia/Tehran
Shishmaref Airport,Shishmaref,United States,SHH,PASH,66.249604,-166.089112,12,-9,A,America/Anchorage
Shizuhama Airport,Yaizu,Japan,\N,RJNY,34.81280136,138.2980042,23,9,U,Asia/Tokyo
Shonai Airport,Shonai,Japan,SYO,RJSY,38.81219864,139.7870026,86,9,U,Asia/Tokyo
Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,EGKA,50.835602,-0.297222,7,0,E,Europe/London
Shreveport Regional Airport,Shreveport,United States,SHV,KSHV,32.446602,-93.8256,258,-6,A,America/Chicago
Shubuling Airport,Linyi,China,LYI,ZSLY,35.04610062,118.4120026,0,8,U,Asia/Shanghai
Shun Tak Heliport,Hong Kong,Hong Kong,HHP,VHST,22.28937149,114.152153,107,8,N,Asia/Hong_Kong
Shymkent Airport,Chimkent,Kazakhstan,CIT,UAII,42.36420059,69.47889709,1385,6,U,Asia/Qyzylorda
Sialkot Airport,Sialkot,Pakistan,SKT,OPST,32.53555679,74.3638916,837,5,N,Asia/Karachi
Šiauliai International Airport,Siauliai,Lithuania,SQQ,EYSA,55.89390182,23.39500046,443,2,E,Europe/Vilnius
Sibiu International Airport,Sibiu,Romania,SBZ,LRSB,45.78559875,24.09129906,1496,2,E,Europe/Bucharest
Sibu Airport,Sibu,Malaysia,SBW,WBGS,2.261600018,111.9850006,122,8,N,Asia/Kuala_Lumpur
Sibulan Airport,Dumaguete,Philippines,DGT,RPVD,9.333709717,123.3000031,15,8,N,Asia/Manila
Sidi Ahmed Air Base,Bizerte,Tunisia,\N,DTTB,37.245398,9.79145,20,1,E,Africa/Tunis
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,DAOS,35.17179871,-0.5932750106,1614,1,N,Africa/Algiers
Siegerland Airport,Siegerland,Germany,SGE,EDGS,50.70769882,8.082969666,1966,1,E,Europe/Berlin
Siem Reap International Airport,Siem-reap,Cambodia,REP,VDSR,13.41069984,103.8130035,60,7,U,Asia/Phnom_Penh
Siena-Ampugnano Airport,Siena,Italy,SAY,LIQS,43.256302,11.255,634,1,E,Europe/Rome
Sierra Maestra Airport,Manzanillo,Cuba,MZO,MUMZ,20.28809929,-77.08920288,112,-5,U,America/Havana
Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,United States,FHU,KFHU,31.58849907,-110.3440018,4719,-7,A,America/Phoenix
Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0,N,Atlantic/Reykjavik
Sigonella Navy Air Base,Sigonella,Italy,NSY,LICZ,37.401699,14.9224,79,1,E,Europe/Rome
Siguanea Airport,Siguanea,Cuba,SZJ,MUSN,21.64249992,-82.95510101,39,-5,U,America/Havana
Sihanoukville International Airport,Sihanoukville,Cambodia,KOS,VDSV,10.57970047,103.637001,33,7,N,Asia/Phnom_Penh
Siirt Airport,Siirt,Turkey,SXZ,LTCL,37.97890091,41.8404007,2001,3,E,Europe/Istanbul
Silchar Airport,Silchar,India,IXS,VEKU,24.91290092,92.97869873,352,5.5,N,Asia/Calcutta
Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,SGAS,-25.23999977,-57.52000046,292,-4,S,America/Asuncion
Simara Airport,Simara,Nepal,SIF,VNSI,27.15950012,84.98010254,450,5.75,N,Asia/Katmandu
Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.05220032,33.97510147,639,3,E,Europe/Simferopol
Simikot Airport,Simikot,Nepal,IMK,VNST,29.97109985,81.81890106,9246,5.75,N,Asia/Katmandu
Simón Bolívar International Airport,Santa Marta,Colombia,SMR,SKSM,11.1196,-74.2306,22,-5,U,America/Bogota
Simón Bolívar International Airport,Caracas,Venezuela,CCS,SVMI,10.601194,-66.991222,234,-4,U,America/Caracas
Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,NLA,FLND,-12.99810028,28.66489983,4167,2,U,Africa/Lusaka
Simpang Airport,Simpang,Malaysia,\N,WMKF,3.11225009,101.7030029,111,8,N,Asia/Kuala_Lumpur
Sindal Airport,Sindal,Denmark,CNL,EKSN,57.503502,10.2294,92,1,N,Europe/Copenhagen
Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,1.35019,103.994003,22,8,N,Asia/Singapore
Sinop Airport,Sinop,Turkey,NOP,LTCM,42.01580048,35.06639862,20,3,E,Europe/Istanbul
Sintang(Susilo) Airport,Sintang-Borneo Island,Indonesia,SQG,WIOS,0.0636190027,111.4729996,98,7,N,Asia/Jakarta
Sintra Air Base,Sintra,Portugal,\N,LPST,38.8311,-9.33955,440,0,E,Europe/Lisbon
Sion Airport,Sion,Switzerland,SIR,LSGS,46.21960068,7.326759815,1585,1,E,Europe/Zurich
Sioux Gateway Col. Bud Day Field,Sioux City,United States,SUX,KSUX,42.40259933,-96.38439941,1098,-6,A,America/Chicago
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11389923,-91.90529633,1258,-6,A,America/Winnipeg
Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,RRG,FIMR,-19.7577,63.361,95,4,N,Indian/Mauritius
Sir Grantley Adams International Airport,Bridgetown,Barbados,BGI,TBPB,13.07460022,-59.49250031,169,-4,U,America/Barbados
Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,MRU,FIMP,-20.430201,57.683601,186,4,N,Indian/Mauritius
Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,FBSK,-24.555201,25.9182,3299,2,U,Africa/Gaborone
Sirjan Airport,Sirjan,Iran,SYJ,OIKY,29.55089951,55.67269897,5846,3.5,E,Asia/Tehran
Sirri Island Airport,Siri Island,Iran,SXI,OIBS,25.90889931,54.53939819,43,3.5,E,Asia/Tehran
Sishen Airport,Sishen,South Africa,SIS,FASS,-27.64859962,22.9993,3848,2,U,Africa/Johannesburg
Sisimiut Airport,Sisimiut,Greenland,JHS,BGSS,66.95130157,-53.72930145,33,-3,E,America/Godthab
Sitia Airport,Sitia,Greece,JSH,LGST,35.21609879,26.10129929,376,2,E,Europe/Athens
Sitka Rocky Gutierrez Airport,Sitka,United States,SIT,PASI,57.04710007,-135.3619995,21,-9,A,America/Anchorage
Sittwe Airport,Sittwe,Burma,AKY,VYSW,20.13269997,92.87259674,27,6.5,U,Asia/Rangoon
Sivas Nuri Demirağ Airport,Sivas,Turkey,VAS,LTAR,39.813801,36.9035,5239,3,E,Europe/Istanbul
Sivrihisar Airport,Sivrihisar,Turkey,\N,LTAV,39.45149994,31.36529922,3185,3,E,Europe/Istanbul
Siwo Airport,Sangafa,Vanuatu,EAE,NVSE,-17.09029961,168.3430023,7,11,U,Pacific/Efate
